customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
ba12c461af37457048f420e37de2abab,c68949b701afe5343ce845dd492772e8,97700,santiago,RS
852947b57caab58c544343592f5e06d2,4f6d635ff2fd4e30ff5369a7b943eb22,8340,sao paulo,SP
5e24c55ef0779a3c578d272ff7c3d4fb,226c621e6babfecac4e9e776382c77aa,97340,sao sepe,RS
af75138c42a3bc72157eaf45b6da592f,ca87392503c5a503ff16afc9344ebbe0,78580,alta floresta,MT
80c74074b2a3c419ee813c0b31ef95c7,e9adf7ea1e1dbb166b5024015154104b,7191,guarulhos,SP
314ec9cbe156ddd9cdaa1a9bf021e00e,691d75928efd2c5dd34b678f19783c28,54430,jaboatao dos guararapes,PE
1004c05877ddf8196ad1341ca602e628,6ad430c5fac5e72b42f74af4ad7e98f3,5451,sao paulo,SP
65c9fdf79fdf0d4b98902fbf9617c171,28da048f094c0c9cbbc5412bcf41b6b0,29395,ibatiba,ES
7602193faf4a04077a96dbc64e25e571,2c4f12ef543ba44eead3e3a43c229c11,13188,hortolandia,SP
84872d1894135d15c4e51ba68ba3e8fb,3e8f3e58aafa9bb38d7b2ace611ff6af,2376,sao paulo,SP
4ad966e1eefc576c04159e46a8e38b20,b73b575cfe44692948a64dbdd55703f2,6719,cotia,SP
94cce5d77423fc7926d3af0d01f379ef,dc77e5e1396c807043f506f794d8fd1e,27915,macae,RJ
936c4a5189882afd96a500e9650c7222,ec6a3d80eab7e27f7ee8efeb6839eee9,89868,saudades,SC
b99054fd23768e0fc903c0eab8a83442,bbbea7f167264b7236e4459dcb0a8838,22220,rio de janeiro,RJ
411373e81bbd24b0356ca1274e9c03fe,c555d42202667b1e09e50e7667b6a663,68908,macapa,AP
30e8a49cee668a4435b2f91cc77c9d15,000ec5bff359e1c0ad76a81a45cb598f,18160,salto de pirapora,SP
ce330ffe33e3f344ad5a80b8410c1ced,4df9aee56fa602c72756abb22ee60b17,6764,taboao da serra,SP
e48f50d453ada5bceb41e239a2dc2065,9d85c39a38a86ed13978803d7560c612,75570,bom jesus,GO
2c7fd840b20f1551c8a151f86349f19a,4c592d97ec529a019883285afe424187,95124,caxias do sul,RS
2e2aceda14bf519194b25f568876ab3d,ef2994ab5e93b358146005d4d3db4880,38415,uberlandia,MG
6b4a545e81c747a0f12ec50d9f725d63,533959cf0ee1554e269d8cc79f12a7d1,18900,santa cruz do rio pardo,SP
f037c0f3d62d2c77533386a9b4e32883,3cf7c427d21f1f414a8bfceac52e4c58,9950,diadema,SP
b6349bdae88bc7c85c4aeb0cb604dac8,b5d37c728f9ea12eae24f87212cf90fa,45320,santa ines,BA
55dbeedb7b2bf8d3059f319abe27202f,e44a59cd3178714eaf095face6112af5,23075,rio de janeiro,RJ
4b003ee1eabaffe8ff8e6d75394a9b42,941590fb8aef66b3a8352fe7c691879e,48700,serrinha,BA
00a39528c677a55852f57235f988b837,9f67d6145893e41e7ada2e646b84f658,18112,votorantim,SP
e0ac2a4e5a234620bfcaef3796384831,14e66b7268fef09f5183f5e3a84cdd91,27580,itatiaia,RJ
05075b9433e8f047f3ba7a5ada189809,212c759d8c4f2d4d9d6fd4c7de0afbb3,25245,duque de caxias,RJ
d6b41b191f1f643ff583898156e049cf,3a62a4803c77457a96c996a9db36a662,28375,varre-sai,RJ
d3ab15f0bd2c58865d566ab645572cd5,9ccfff93c79f3dd996cce15f26480c5b,21615,rio de janeiro,RJ
6b53c8e698ffdea3353ba3339aacfa95,184ff574579b06c07152f2ba4ae74106,95095,caxias do sul,RS
1681471e9172d7e12ba08e9ac9e8628b,84032c13e75382a35c99ae73156b30b9,20250,rio de janeiro,RJ
67a28655b804d6a418964f3dd4e214bc,d10582c312d1c3a03ed8ea136273c54d,29101,vila velha,ES
ccb8e120e8af0bbf5a1daa2f21984d7b,97dc91f9e896442f6ac9650bb2a9b594,13053,campinas,SP
ee639599beb251bdf7ac32b18eafcfaa,5aa54d66adf169b992129dd4456b048a,23860,mangaratiba,RJ
01509d555b8b6775f5847912d8c52d46,cb296f03ccd21cfcb3ba0778c4f3b7d9,12942,atibaia,SP
32ef00faaec28f844c83dd9856d67177,803c9b252709beca97a308a9197371ff,5450,sao paulo,SP
031cd5f826be3d804771e3e3a1b21a1c,717aa48025662fcf27ddebbecc5f782b,41706,salvador,BA
0e19f44898c5554faac8f95f1473bb4b,d197a184e01ac46e6cb6596185bd4db0,57046,maceio,AL
9559221419cf73261de39b024545b1b3,9aff27e32725e7f7c395e0a79a5d173d,22620,rio de janeiro,RJ
e06e47b5560e84764eff2349b2b33f31,b6cdccfa64579c957a905fe68bd435c3,16204,birigui,SP
b9885472fa562ddc1cb5333a42b654fc,2767ebe1fedf70562aa588a37a23080a,14401,franca,SP
ac0e954e97b91701a093a47c675c5700,05c567475380140907b9ca53ba1dcfeb,25675,petropolis,RJ
70ea60b3eebc4ffc330e070df05f0e00,2c77113623e849d30d75a10480b57108,24220,niteroi,RJ
75e645f4c54045f7a8d2c28dd10eb587,0ec8a2bcaa8e0b1ca282f7baf9d89513,90240,porto alegre,RS
6f7e4eda4a91a18114c7ae6458f4068b,1b8b8c36e0ae8744756d6db86ebca373,13520,sao pedro,SP
79adcf02229a33e78f0f5412a2434f53,8c8fccc50566baaed602e3775d9d5665,21515,rio de janeiro,RJ
e3c7e245a96d7fa339fe6c16f8da4e90,79051ee5ee98c4bd6982e67e2e79dbcb,7847,franco da rocha,SP
dd7eb6ecd787c07ef08423cf05c6e56b,52b0e4c820d4bf6ff9b2f4ca48514319,3609,sao paulo,SP
895f2539c30e6bac09c33029e98cfbbd,5bd72a5ba72683010f8385cff8bb92fd,72220,brasilia,DF
1b4ff42fd8acd3dc49e2a137021b3524,39e2788db03e5eaeb2935a7e479682c6,12280,cacapava,SP
360469aa13eab175485990e06ee97896,99e36749c5c84dc56b13138caac13b55,13212,jundiai,SP
c45b7286a9a5cdce0152978d9f615be6,9a855ffadc7ac38bd30515d077c31fbb,41480,salvador,BA
f4a9f3a779e9783f7c992f5723bbe3d3,09d4fed6320030973607491be508c075,12420,pindamonhangaba,SP
cad72c6ad6d5b6d95ce0056e1e7948a8,20bb1d9431264f331e47b2da94991eaf,84500,irati,PR
c8b401513911c82f3cb4e40dc26cfc64,2274251ce58a8304f8e9b8380db47018,18380,ribeira,SP
8c4a94e823813e9e03460f5f42ce4fe8,be4656d02bf1e9d6663764ac9c7909ef,35160,ipatinga,MG
4c9c41a8c1965305e2e1978666bd6d09,801b53359d2880a9bff63574103fb74c,4455,sao paulo,SP
2b3d8be4fa506df40afbeba026df7e70,9cea402fce863ec4bee5af27306e213d,36200,barbacena,MG
09f548315be5f30a9610b83ad933aaf1,c1c2fffe3d49911803df2e157bee7aa0,55700,limoeiro,PE
4308615296cf4ca17defd8b0d59287d8,a99021699fda65c2b84a3fb596a4c32b,76974,espigao do oeste,RO
e4f5e592e5ed9f4ee608a09ae76ea443,55d8e264560be17cdd7eb91a613d887a,26155,belford roxo,RJ
fd2767fd04a34f7fe8b2ebb51f86c535,8c2a5c47e0c02478c440038904724cd5,12215,sao jose dos campos,SP
91ef77a365c213f04954c1527081b016,0d8f0706c0d71cb8f6d957dad3023fc2,70770,brasilia,DF
101a5d44d7659f8b2ec49d385d80a1ed,29ea68ebb3474676eee3322428dcb0af,35171,coronel fabriciano,MG
462903f7a882d16b16e174dfec5aece4,23c130edd9a7adeb635bb365f7478154,9960,diadema,SP
5b7ad66e4a9c19ef5ddceae95d05e46e,b0b18bfffa6a1fb823a25a9167e6877c,72331,brasilia,DF
71e31bd9c37b8a1cacc557b87b3e50cb,323630f1bddac4dc06bf3bdeb90dbe36,72225,brasilia,DF
6b6239435ae315b60fbe14d91fd760ce,b621cb89890e2b002aada225e7c5eaf5,11740,itanhaem,SP
7795e422f21ee2057de57ef0212b4d7a,53b5f3ee447865c2de22e4814ef70bbe,74825,goiania,GO
145ed96e22cdb678a8b4107d72fddcc8,c98cc8ac7311ad123e723f5caef4c1e3,14709,bebedouro,SP
7ee0952c8c02af4f93762c21ddb66607,6ec999e67c5e05c33554a4ba2db847bb,13465,americana,SP
a56b03f5e6015f1a502b9810309b98b7,b6cbe1a8674ee23e9fb086e3c61677b8,41308,salvador,BA
3c5a39f999c141a42792a0f2e1c7726d,4d0063e13c579513a5892115c789682a,36500,uba,MG
d5a5dcf7970697c1d38458beb2cb264f,01ecc1f1f21f05d0736c99d92646f132,86700,arapongas,PR
0b83af8e524bbb2aa83ba090f5be21ff,aaf2d0137050d06ef2c8752f35c0d936,13287,vinhedo,SP
b33c387ac5c9922825b25a79b0dc29cf,b5e4462426d75ffafaf0b1a6c912b257,88304,itajai,SC
ee7b0a64a42fd92a3144a38c4f347a9e,bd64e82a5bf0ad0166ad7c72b302bbe4,79823,dourados,MS
bb98e27058a8d72162176e336a2b97a2,22745c06a87ddc1142c22ce98c5bf8d1,17033,bauru,SP
29aec8d00435f9c9bd43485663f7b97a,f96176e892232662d1c1c5896a94e035,14850,pradopolis,SP
a187d29dfe942335287dc88897ed265c,34b0cd95480e55c2a701293a2b9671b3,5171,sao paulo,SP
47c2b21c22de46f42a427db0ea223499,f054e8c1cbcf5e89ddd9b615c349936b,78325,aripuana,MT
d0615859a639a94c1fe472eba57d4a7c,9072b46e3b68961565477d90b24092e9,12900,braganca paulista,SP
4fd7abbc9a763b49e2aabd6bef779b59,0bf7dfff65267867de74cb029fdd6a75,4374,sao paulo,SP
79647ff1cbf238aedace758bd4271aab,b6fda72bacd286a8ac316325ddb5be90,45840,guaratinga,BA
dc68515c1613ad4cb01edf406dd5c179,027ef1dce56b52802c3d35cd5beda928,4190,sao paulo,SP
37922a02f44c5b80004b14cb9a0becb7,4d0bd25308e9d7d0a301223f3d814f85,79904,ponta pora,MS
7569ea856f1959d0371e70135efb6df7,316d6ccdf24ac783b5e4ccdff8506af9,27265,volta redonda,RJ
287e3d0a0a8910d94375eb917fce9743,50aef30dabc7aca975dbdec85dcb848f,87025,maringa,PR
b09ff235742f48bfa743f3e9474d36ef,016a5760b723a3a0bcb4b294d4bc6b45,7197,guarulhos,SP
d703cdda08125e2b263b92746af0f23c,4669d94e1e35f2493af76862ff85beba,1527,sao paulo,SP
d472d9abe6d6bb1ee558dc98a1ea89ea,a1e5fdb1a21a5a35f49da96f780f4229,4845,sao paulo,SP
872a25f014b99c4c17341cd9ad0d468f,636f22218f8430a8463c5ddc5f68fc62,14802,araraquara,SP
e22da2634721c7cb676fc0a5da6317f3,c2e9a50bcf76b5783bc96f906f95bceb,35367,matipo,MG
37b40b75293bd84e07bde8ad83066841,744fcfb3939c1c57f16cb00f263c3929,24230,niteroi,RJ
545aa46e4e68df2b3b8dcc06f735e179,104ae9a43b6e639f45bd5e3bc19210f3,36205,barbacena,MG
800282b8afaaf9ed8bb6ed9adcf83e61,8e0275b5c7fb6f05e312a1079a674410,91130,porto alegre,RS
eeee8af1f7b29dbf34d577db1fc973e5,437869c8fa511c68c9e1f61cfc11d30e,95500,santo antonio da patrulha,RS
dcb6e7bc4e65d815025d0aa14349a4ca,a1864cdd58debf5031958069ee937742,1230,sao paulo,SP
182087b1558916ad385080c371df4fe9,55caae104bb0aefc6d44031e49373db4,91760,porto alegre,RS
2bfd566c10ff41c47dc6e2f9dd51b467,31d01917860b026341cdde17c942b59b,27351,barra mansa,RJ
3aec4688b93d6061ec5061721ad493a7,7b0cae22ae2b6cf88163a50600da4ee2,60181,fortaleza,CE
e13b1d1fab9d212d258c2e6d0f69f6c1,8ee330dd325716db048bf014601e3fa9,39100,diamantina,MG
c0fe0fbc24994167dce810f83cb96890,839bbfd4ff93b592c82a44dcaa9515c3,30330,belo horizonte,MG
5b5f4957a69d537a2aeadfa7dd2d09d9,bb03ed8d9549898e869f0e6774064096,71505,brasilia,DF
0c5eb0e9e15cf4e836c7188ece714fcc,a20ba663a5abf7b8341d5ba64f23775b,87050,maringa,PR
5ad00fc41f0c73546227681216f7df04,cff4ca65539a18d2726699ecc1ba6aa7,41720,salvador,BA
279a316b31aac761c16483859fa9d33b,7fe108cef30f4cca2f8696a711a07d0b,4003,sao paulo,SP
60bb8e0e1f7e340af936ec2882d8ae8d,c1a56ed1e45dde68378dcbb50655ea47,27913,macae,RJ
1914576a74b2122c63a456293cf7e52c,8574faf241b0a789d42051aa783d46dd,5792,sao paulo,SP
3db09129454f368874d3f18bb83c7d64,0f6371fc9c2e78818a6e7aa33022a506,18120,mairinque,SP
be6ad148cd108f6148d20a8ec756fa1c,30e105cba6d3ced811512c8cf4f50a82,31615,belo horizonte,MG
fa85d6a9093fe47d96171fe07423e12d,13c50fe55067ed2a26e2f85810326e50,85790,capitao leonidas marques,PR
8094bd1ea8a8453c1855f06552200117,23f014663c70f3a8cf6f1be263c89933,20735,rio de janeiro,RJ
8a3083e3f5500b50d6f4f3003604df87,ad1ba362b0121447945a47fe07fef188,37950,sao sebastiao do paraiso,MG
c7e9d64ef2d3e98ad1b5068dbc859934,df3b1140ecb0bddb871f5e70af09ec27,22240,rio de janeiro,RJ
e91d6e2c6d965a4d07ff782ce5bde6db,09ec740fbf182446388824c67a5fb78d,2802,sao paulo,SP
2bb8c7fefc71b1cd9133f15dcf9941ef,d885b619cb2e462ccc493b70faea10c5,4744,sao paulo,SP
e79ba74d49aad29056945edd15f596ae,4914496b4e80679b99277e6a337715b7,3704,sao paulo,SP
278003098109cfa2d2625f4772cb2a57,ffd2aa973e106c7d7218a960320420bd,13416,piracicaba,SP
8bbcf9a0717a1cb212b45522ef61972c,3078dfe83b099ae6ebe055be3abe0c0d,73035,brasilia,DF
e4d86d1da4dc444b482115d7aeb1cc3f,70e15e657d597f3c096fb696e815018f,97590,rosario do sul,RS
2b6d4b2b966c8aa7413190f4b5dee130,2ee1f65b4197b8eb29826c06b876ba67,23820,itaguai,RJ
22688fbe08d1209daeabcd6c40590d1e,aec17cb0c9dba3200a2c49c3ef0a07dc,3579,sao paulo,SP
038d3dd1371d364b6ae8ece9febc397b,18e3d276253780b44b5b7bf83f6785ec,11420,guaruja,SP
ada5afd2b1b1258fd60f507e92a63472,fbd58f38cbd2989e434b148f479534c8,35774,paraopeba,MG
5eef8c5a24bd948fac341c6ebe3ce41e,8ec9e01dc8cbd31897a2f2116c5fbae4,9271,santo andre,SP
fb04e5eb553d32e040a1a83cf436a65c,35525a882b83a865080254c1812945f9,13041,campinas,SP
ee23d61fedfc4227bb0e188654c28d08,494c6658198b47787205a06421bb9403,1321,sao paulo,SP
c85bcc5a4c098769d6bbab6b77f61cb8,9065001c21c6240da6fa642651772e60,20240,rio de janeiro,RJ
0e114b02a45c9876080f3a9a19f51c16,000c8bdb58a29e7115cfc257230fb21b,31555,belo horizonte,MG
f127cfb44a80615cabe7a815ba206286,9801a2c53e40c68803158742466ad09a,85012,guarapuava,PR
5d1ff54c05c7c5044718b88a49c704b8,06cb9de4265f5e18327a1e4608a1c85c,39885,crisolita,MG
e4f06fec45100ba91af9bc48190aacf0,5988cee3152a64b959afb5a6eeb87a4c,27175,pirai,RJ
efd1a20eb65041a60f9c8c74cb5fc7ba,1c22aaad9006505a301a9d51b64f4c9c,57062,maceio,AL
bb4d5187b89ea6b78cde7926727a3cd0,9164cd45afebaec2d61200f8f51fee45,29903,linhares,ES
4acfe2f36c9f7b470ef68d71dc5b6ebc,2561161bc52cafa1be6e80ed9c92c9ea,17120,agudos,SP
d1d326edcb5fc3e9aadd6e86b7a57910,cad6e6cc5d7a8620efda1f8310fba9d1,2435,sao paulo,SP
6a6d5c560d1072a67be9ee533125d9ed,02a6a137ef7fe2414c9e14fc4d060790,4116,sao paulo,SP
03f7c28100418ce57927a01d62a6cdf3,ff80f08b2a6a87e84a28bda4613f99bf,21010,rio de janeiro,RJ
7e6e52c237a37ca567ec907c3dc6a93f,3b885932732cd5252c8243102ab7fc79,25545,sao joao de meriti,RJ
e1fb3bd29f0cc22b821938d2853e4cd5,dcdaced133f33e9651ddfe73b2350156,3105,sao paulo,SP
77069f163bef4933c6efeea244b3f606,99e41e69b60bd63edd83935499523063,21616,rio de janeiro,RJ
b069a3c6dd74a018f34884bbcd0cf0e2,cbc73c75d15c7292a3defd556c710b2a,88370,navegantes,SC
1ecf434b5a01864957c940be8862e457,196a0e7f3563c9de2605b2a753983846,13641,pirassununga,SP
178706e9cab0f7d13bb90fbf946269c5,07f61caa1c9e850c14e94854cec87545,9686,sao bernardo do campo,SP
c24638e1ff5efad8e21f689d7a1f0c6d,023f426e28a212b8328b41649a2b1a05,89694,faxinal dos guedes,SC
620c2e659b5d119813362bfe4bbe8634,23e5f7d84dad8339f627d75ac90e2d43,7251,guarulhos,SP
77992c23eb50255f67fbebe40710ce50,91275e7b1847f102954b73d856b4eee8,71908,brasilia,DF
ecb1725b26e8b8c458181455dfa434ea,b55a113bb84fc10eaf58c6d09ec69794,72300,brasilia,DF
cbafb574da2d33b039f294c188624b6c,e486555873e1947a1de7b1ff1e8c3554,88805,criciuma,SC
f6fb4ed5f9a3a545a5203054679bf2c6,c95ec87a7dc2647f779aed4452ccf819,29830,nova venecia,ES
94dabe07fc50ed29f94b6ba397201dba,713de21fd33b1ed45f482d7ba22d51e2,99010,passo fundo,RS
