review_id,order_id,review_score,review_comment_message,review_creation_date
fc35cf08ab23f83e759a28af9e5953fd,b73f09200030e4970b9840b72a630e45,5,Fast delivery!,2/15/2017 0:00
943539772eec674741b3a45d6dcf23b9,cdf2839409d0f62e2b2e61b62b72dc16,5,Good delivery,2/27/2018 0:00
4ee57350880116220a2070558e1f0dd9,1e2335cf4dd533488459494190011751,5,very good delivered before the deadline that the company continues like this,3/2/2018 0:00
563b773dfdbaf329766653ce3199d7e6,ca414766885ef23fbb64dcfffe684699,5,Delivered before the deadline.... very good material,10/7/2017 0:00
e36e401e3e47d442f1b56fd873eaa3c9,966c914d71ae9d1b59d440bcfc72d5cc,5,The timo delivered on time,8/7/2018 0:00
22286a03653ed8542b7c5be9aabd2248,ee4558aeeba185bcd979ed46022947ff,4,On time,3/9/2018 0:00
dce79f00fe68b6878ea75ab712bcc327,33cf8e9da9865079f64965b83061baae,5,all right....,3/25/2018 0:00
0597885c5017e7a01d792f8eb3026bea,5a6a63148f6ab52879bb7c2d7117e366,5,5 star rating,4/12/2017 0:00
a34e202e3fc6ba283132d42ece7497ed,823e4c9d908f5ec1cad58e1e3e7d716d,4,Good ,8/31/2018 0:00
28ebc8235067b2bb7523811acd539977,9771eaad8e60f7b28d57d554cc2bc62c,5,Great,3/21/2017 0:00
10558c164d2afab8eddfae1c9015b67b,17a3d477ebcd2f70cf12135d4e07fb17,3,"The kit is© beautiful. But it©didn't come cute inside, no lining.
",1/21/2018 0:00
174f410f1bf02d4e1a9396bdcd4c7b10,573aed3067e4c429716880094b71a80b,5,Good.,3/8/2017 0:00
f7d9b03e252d5ede4dd40b77f2f787aa,a376666be364f3f82e0ca187cd014a86,5,Good,7/25/2018 0:00
0d48b39157e86a6f70dd9e2c6c854960,ace58598846c21f25ac62b735a436731,5,Best service,4/17/2018 0:00
dfe2c33bd61eb5ca78a8dea99d496357,00c47fefb9a49baec12ab3654d7f548e,4,"It's the first time I make purchase over the internet, because until© then I didn't feel safe, because some friends who did had trouble receiving their products, but I decided to take a chance and it worked",1/17/2018 0:00
7e25736fcc1090800216e0d3865f6d1c,17e604bb550e265b46ebefe61430751b,5,Super recommend. Delivered before the deadline,8/28/2018 0:00
f2bf4a6225c02391ec9a909b558a96fd,053180cf4b0cf3f7a300e2e42ff01da9,5,"""Timo product",12/28/2017 0:00
ba0c395745625f719aa09c3b0716a94b,9400f275e481cffa6ae413327d5ae05d,5,Very good.,3/30/2017 0:00
b1945c9e366fcf5a921a54e4263b881f,0ac83eb5438f811c9d825c0a059a0f28,4,pace of delivery is good,3/21/2018 0:00
bd5b54cb3b8ba413091d1677abfe88a4,f08cc56e54ab93c2caf71e5a46892314,5,Will recommend for future use ,4/25/2018 0:00
1af7d746c0c95e0e4c03586cbb790ca8,dfda6b8e30bc9ac258d2835f931c28f0,5,"very responsible store,delivery very fast before the scheduled date..",1/19/2018 0:00
0a8406b2bed1577a9404c09494af8ce7,2f9d5a38c98570700418e8e091e56f16,4,Satisfactory,11/28/2017 0:00
7c774d4caf9b1169793c48240eee3fae,2e266d1d2bf4cdf6d74ee51b92bab016,5,SUPER FAST DELIVERY. THE STORE AND THE POST Office.,3/22/2018 0:00
c3159f3c4c3680ada207a82a190036d1,bafef85881303806cc2d726bda04dfd7,5,"super fast delivery, all ok",8/28/2018 0:00
43fdc477bda7c089713f2894fed5b87f,760312f5735ee281f01e56d5ddee05e3,2,"I bought two blanket so was delivered one, and the invoice came issued the 2 king blanket",6/21/2018 0:00
b9cfe3fea17dc8834d29b807c1f25940,3e27135b0c650634ca397ea4c2943e1e,4,Will use next time,4/3/2018 0:00
8c26c38cf5e2dd8fe99a6f812634a845,8dca52c1ec5a814dc9ebd26524ae8b3e,5,On time!,11/18/2017 0:00
ea7917d7bbca13d93c39e1fcdc7f26e1,db9458d0bbfff27cf6ff5b9342087fd0,5,Super,9/12/2018 0:00
aeddf28ff84cf0a6f09534ddb5d80e51,1237d70df58d4f9a8bd929b9943f9b8a,4,good,9/12/2017 0:00
d4757797136ca993cb50910fe6bb2e54,d209d8b7e741f8ce447b0173e579e3a4,5,Loved!!!,2/7/2018 0:00
78e7a3c155c24e060c43bb72ffff2b8f,88bf5b4aa46a6a1db2d81f68b8983a42,1,More than one hand and the product  was not delivered.,4/12/2018 0:00
91f92d503007a15500ca906d8f444164,0daf1f0e67b534ad873ba61c5d6ad7d3,5,"Very good, will recommend",9/20/2017 0:00
56b7c378de9b5330b5f3b49ec4f98b4d,d37d89dd6d36e423ff7296dc9482c53e,5,loved the product,2/21/2018 0:00
b569542b5357b92ec5b4d7b02fad4d8a,214d5b272bf8f9b576c175c02ce98f08,5,Very good product recommend…..,2/3/2018 0:00
7f915f9cc1ad744a93ee81bce68aaebb,ac12973b4466733690a5b35ee30d724e,1,The sieves came broken. I'm trying to contact you guys and i can't. How do I make the switch?,1/30/2018 0:00
de3ab5bd217a8ff65d25fac84a8f4f66,23c30e04ef6b799d105781208f6bddd5,4,medium service,5/3/2018 0:00
5926f3d8abfe543d352053636c15d2a3,f55549e038254ac7c374f12888ab7b84,5,Best service,12/20/2017 0:00
a7f6249bf36070acb4bae03b9e802cf3,dd621d7d942344da783d1d390dc06f17,4,good delivery,2/6/2018 0:00
ed737479d5ce893ef6e8baba87a7c9a9,d6461ecc120609d0cef78fea638e47fe,1,Wrong item delivery,9/20/2017 0:00
73c6898b7c89252f33d3bbb747db3f1e,65c96731ae030b052acda14e142e2a3f,1,Delivered late,3/24/2018 0:00
395cba99003481f97d178f0c7f52bbe8,97ed3c46d9b6ed13afaa7d8779322d5b,5,Correctly delivered,6/4/2018 0:00
735f8838fd6d80c627d6f9c0415fe56a,4ee5490fc0c66d4c9a1f30055af9b7be,5,I loved my table lamp,10/10/2017 0:00
1d9d7063154750120800386f85072f43,d139bb03af910e29eab280ed63bec613,5,Have gpod delivery,8/31/2018 0:00
8383e00dd8ab8e91bbeb4bcf4d0a61fc,286799f6e867edeb5b42441294e8ce90,5,We love and fell right in our sofĂˇ,5/11/2018 0:00
93343f06fb2f70d24473e5f98fdb7570,7e3f4cf36fc0f5c5b678d1df4acccb8d,5,"It has a different material look at what the photos show, but equally© beautiful, light and perfect until clean©.",6/9/2017 0:00
8d5c57a64304b31a7b09aab22c9e5780,df0fc2525c393ef5bcd58db7516a0fcb,4,good service,5/16/2018 0:00
b029309d851f4cc2a4805ce6ee6bc102,72ac9b27dfe6809898729ee40dd3e353,4,Great product,5/12/2018 0:00
b4c5d947370c4c6cff184d2f8c02e2cc,8d9c47d02bd99ae8d7dd151ededa9281,5,Super satisfied,10/24/2017 0:00
b941bada2c878b37e5aaf8288c414ccc,cd1cc0b0cb5310080ed8f448be24d90d,5,The goods arrived before the deadline,6/20/2018 0:00
c218c14a5af142663baa6947f2149b9d,b4e3e891ffa5bf190cd6ebce16e4482d,4,Goods arrived on time,2/3/2018 0:00
4e4cc44dc6ffe47cd7128b4f82d66f77,9a0ff85473ef691bca39a3636f6753c4,4,product came crumpled,4/12/2018 0:00
7dc6eb67cd30132f8686f4c843405c1d,9d5246455ad1fb521f263b356635f4df,4,Product delivered in mint condition,6/9/2018 0:00
1bf2b9a92e76901b24965acd9cf95e66,02852b112ad108b3d2b3d4ee198d84a8,1,Too long to deliver.,12/24/2017 0:00
2588680763b03e5e9dc9bee4865a2c6e,707ce3d3698a90d1ab9d9c2dc47223c2,3,i need help this my product came broken and since i received i'm contacting you and i haven't had any answers.need help please or i'll look for other resources help me.,5/10/2018 0:00
13164d9da17abb1a513eb773bff4f274,905f7a43f18905597465564ae6deb958,1,I paid for 2 units of Miss Gabriela Night Perfume and received only 1 unit.,8/29/2018 0:00
e612c6a9e45e6f327f89f1b7bda55c94,ceacfc79fb663f8a32139c94f5850d23,5,"All ok, I recommend it to everyone",4/11/2018 0:00
beb271943a2ce45d5726c91897dcef3b,076594c6ae7f8e1157b7321c148efa86,5,very punctual product delivered right according to purchase,7/21/2017 0:00
d65bc483fde4b0a1ac2bd88bbb7309e6,8f69c5872bca5b495397ff0a5d681219,5,Very satisfied,5/1/2018 0:00
7cf61e71deaebff9bc8cb56aa8748364,3683a64548d4008fcbcd5e9188803b86,2,"Product as advertised, for very©time consuming delivery, bought for the day of the hands and arrived after.",5/17/2017 0:00
8944a074bce81688fe43eed3b0a4ff1b,8283cb8792b84009b158a085333ee8b3,4,4 star rating,5/9/2018 0:00
c0c0ecd7efd59bb1e29173784f2abcf0,cdac2dd3643b01d8c79cb8bb30998c6a,1,I want to know if it was canceled just that!,4/4/2017 0:00
b87652754bbfec9b4b8c94f13d710639,7b7aa18c12be9bec06ecb74c33609bcf,3,The product© of great quality only that I had to pick up in the post office and did not go to my residence,7/12/2017 0:00
7d26fa74c2e784533f35b26a7430e7d0,2db89d0e7f0dc38ccf1374a6c51b5b7d,5,favourite product,6/23/2018 0:00
2ec32def6f0397344c5aeba41e84fc2f,bdc19e734eab622dbbd2162a226278de,4,"The product was delivered super fast! Porăm©was not delivered gold as informed, but silver! I will not return it because I know that the delay will be a nuisance.	",9/7/2017 0:00
af9e54a155c1248534f1fa60179c6393,afb1e1ccaac288ec1ab9754e2e36cdaf,5,Very satisfied,12/5/2017 0:00
069ecd09f05323aea0c6857dc5798575,1e6df4ea0f78bcf1e9e1a3abf97f28e1,5,Grreat,5/12/2018 0:00
ddaab20f072344136b791751a563b92a,a4652eb1954cd0c3121a95ba49122673,1,Not pleased with the delivery,8/31/2018 0:00
d6af7a39c9ac6734c91db55a5e923cf6,56dc7f1b8195b7fbdd6479f055a203bb,5,"The product was delivered long before the deadline, in perfect condition",3/29/2018 0:00
efe79a918cccb989b217cb4a3d0ce7eb,40237e91fbaa88e62cdc9397b2e3343a,4,Good,7/25/2018 0:00
1573ebf39ab1ffeab558d8ce5ea6dd1a,41028f6e5c0766a28665b78590b4b8d7,5,Awesome,4/14/2018 0:00
c62565578c4b953827b44677e7028f09,94140a08f88b5440f7fc0e4b0fcfc3bb,5,Awesome,7/1/2018 0:00
86501ede8499e0c118e3e20bd5b7a3a5,cadebf635daf8de3edf4ca3a162433ec,2,will not recommend,5/19/2018 0:00
a17581f63f8a169472631d3271e17178,4b8f5652792df716a6e936ae0c78a935,5,awesome product and review is good,7/15/2017 0:00
4b88821cda024fb43467d1d5c79c1fbb,f6a0e9f2ee368264a84d69d92c9a5b3f,4,duration of delivery is good,7/26/2017 0:00
037d5c42ae0be99806581248e36789b0,b78e1e59e42553fbbc9948d04ef0539f,4,"Product delivered before the deadline, easy traceability and appropriate packaging.",8/22/2017 0:00
0a96b1610a1f683b832492b6b0fec006,055b09c841dc52097e688df51b163310,5,Customer satisfaction is good,5/3/2018 0:00
72b98e22430322d920845d73de9940dd,28fc0d248a5ef452303f981578647658,5,Good review,11/17/2017 0:00
947932a5e8dfaab31ffb8e141bfa59dc,457bb809dc185c4a253943522fa1577c,4,on time,7/25/2017 0:00
e1ab6dc35ba2d1c45acf9ef726e09ba9,9399731dd679003e21c7f24ad39ffa32,4,The delivery time could have been a little shorter.,9/22/2017 0:00
d351aaf6a5b419a111a779ef82c4fddd,d137a2977daed67ef57f82efbbe508bb,4,Timo,9/6/2017 0:00
2f2b7e1caca93d34d13a39d53f8a6e60,b149acf7e57747cd966a1f1a11e98e05,5,"First time I bought contact lens by stark and loved it, because I bought in an optical and took delivery. Very good ",4/27/2018 0:00
f25b554d849102b6d420b796b3010233,c58cfe890d48c47bf22b6bfe55b6cddb,3,Satisfactory,6/22/2018 0:00
764f8795f7d8b5515de8459c20cf35b4,d94486278633cac5f50e370851d24de6,4,Found it very user friendly,3/20/2018 0:00
fc1e51965fc26cc666872928da253109,7eb4ea83c254066ebd7ccc9cf6e243ec,5,Very good sofa ,6/19/2018 0:00
189df27e6b421fbb152ce4f8b47f86ce,afd02669bcda281a6a9a153dbcf60e39,4,Good.,12/8/2017 0:00
c9c6324925ecf667db9b10f6fbce76b9,a467b6e02187433dde3d9827e8561a9b,5,"Very nice pendant ! Beautiful, very well done ! Recommend!",10/20/2017 0:00
fa7346ac12dcac584ad1ce69df3a9718,598796ca1dffa87337f6d02b8d47bae0,5,"On-time delivery, until© before. Good prices, and store trust! Besides the©product being real to the sale photo.",3/17/2018 0:00
935a3db55e3ba6459311628e69c700d4,b03db53a37db1313505cb24d4fe05052,3,Average,10/28/2017 0:00
e70761bcd27f8a9f3298808fa4eb04b9,93e0e074b46eb5837fc8056c8e70710f,4,not so perfect delivery,6/6/2017 0:00
ef9b5443115bdf8335a7f65a5c0bc4af,5494d7febdfd2f93ebdb691782d56f02,4,4 star rating,7/14/2018 0:00
5e5291cbe834b53c9b92820ba481708a,5aadbda0877e0d99ba07f785cd29c362,4,review : I will recommend,7/7/2018 0:00
0502ae3573e54d097f0b962a63d00fcb,73c772511dcde525870ffbe869770da0,5,Excellent liked the product arrived before the deadline,6/22/2018 0:00
470fc684c1d4e9ce74494693cc68ae69,fb48412e17956a7f4696c7724d60f330,5,perfect delivery,7/18/2017 0:00
643f87cd41b1d97e35c3114a38966b25,4244beeae3f68e6527250aa88ea5346c,4,4 star rating,9/23/2017 0:00
917fa151692415623ddfc7fdbd02b39a,dce58e54a9fe4ec8a4489d106e57d2bc,5,No delay,3/5/2018 0:00
388282bffd02bd2a7ae4972289d7d839,92822ff2220ab001aba01e753780cfe4,5,Completely satisfied,8/30/2018 0:00
b362550ee40da20e4f83f6d6e6c73c64,4015f31ddb21f7ae83d72e00ef0bce97,4,Great,7/4/2017 0:00
c655e993ed8d8de4aca919e4fb50e724,b7d634bd1c1830e08588eada6b49fea7,5,Awesome without delay,12/12/2017 0:00
010a2241efade4307f9ddb11b210e857,dfaa4ce943a8dba10b754befb76fdb49,4,Great,12/3/2017 0:00
cf3226653d1d16b0278f91c99ea8b269,3daf8a0b8f1b1016e1bd500821a8d0c7,4,Great,9/14/2017 0:00
42090eea831a1873d7fb9d583a56978f,fd1272ba40a94a5fbc6e9548a8486867,1,"Order delivered incomplete.

Requested 2 tracks.

Received only 1.

How to proceed?",11/25/2017 0:00
38a755d2f49fd3ea87c02c1f5b11ce45,3d217b7bcefc3bc37d3fbf5a1b7fc009,4,Good product but poor quality,7/13/2018 0:00
1fef48304c571ade35d46cf1254513ce,79c33d92e11819540d65b8ade04cdcba,5,Best quality,6/6/2017 0:00
244f5872a265757584834523785dfd58,d2adc517116e216add8b6f5b45c3b84e,5,"It's the product, delivery ahead of time. Recommend!",7/20/2017 0:00
0d9a10c642a875e64ce50f7563c83314,d178d8bdd78765955d2260fc1d639052,5,Will recommend,7/7/2017 0:00
35f8579abdf200a08e8f687cd4b23d11,a9d21182da34ce17091420d35f22834a,5,Will recommend,9/7/2017 0:00
e7a947221b127f14c9cd4ce55d6cac89,6b790716c732ae58171749841011d3bf,5,"All right, I recommend it, thanks.",7/6/2018 0:00
af7a0bd9271614cb232e9f0d573afc27,4cd45eb856471e6d7d1f85e585b81041,4,Satisfactory,6/30/2018 0:00
9c88a521a293868259c3132be995e853,0d12f20556892f2a5aca4f39fb613a07,5,perfect delivery,3/16/2017 0:00
2f7ab76a370d61338f1a611e67879a66,e8549294b90188285cf1f7d6a35f758c,4,Good service,5/9/2018 0:00
f6fca12a2dae92684fefd38a8fe4d2a6,dbae123b07ca4baf09ee93c5b52c8932,5,Very well packed,2/9/2018 0:00
c535fb13da25357afc4ce89ae58b8573,ca956d502f34466301d1268a2df5b0a3,1,"Never buying from here.
",8/14/2018 0:00
65520c3a5216bfffd00f2194aef74003,557e7ed9b11b0dd74545009ef0c7a74c,1,The store said it would deliver in 8 days delivered in 22 days,8/25/2018 0:00
c3889ae18c85ec23ee92f37e5f46897b,21bf30b67562ae46581be368cdd971a6,5,Very well packed,7/3/2018 0:00
460ad7a4227efe77ac89e7425a8382ea,d1a22a39de10a881fa47a509a1a9073b,4,4 star,12/7/2017 0:00
a2ee73ad4475687f9797bbcdd06733f4,65b93b14fb25e2776692abdbd64a44f7,5,"In the market there is offer of the same product with prices much more into account.
",12/9/2017 0:00
05470137b7390068dfbcbe22a46a15f3,38f84a21226e448e6ca37b3c45144994,5,5 star rating,2/17/2018 0:00
6bd07c162b1da3cd3c2cea9873683cb4,9147c16fab80dbd17a45d97f65196491,5,"all purchases made, I get on time, great service.",3/21/2018 0:00
2099da1c387ba37f3f1986a4f8f26444,f5c5f55feb6cefec984e26efbe2a130b,1,My order was misplaced,8/21/2018 0:00
087be4475cbd287cd5d9e9556c1d5b36,8e1787326878b8d540cc14a0546c3eb6,5,"The product is according to the advertisement, it was delivered very well packed and on time.",6/4/2018 0:00
cd7f25452a687f176ba42abe40e68497,c513e47b1ec7f0c630776aff9e942ec9,1,Zero responsibility,2/25/2018 0:00
d0c67a076e4d3c393f03d52e282192b2,11e930fd8da276f30361256c23d58196,5,best service,8/17/2018 0:00
29874665dd8556edb73ab0a60510e968,0b3b6b78bd15a0e28176f25fab4eb472,5,Item is good and experience is nice,10/18/2017 0:00
7d6b5dff8429b89ded729a3eb0f37deb,7659849a6efa9d49c5ac7bf7fdbddb2c,5,Awesome item,6/20/2018 0:00
1c8a808dfb92d285028abd82802624c1,863ed82a296435f3a4d1a4b878450a5e,5,My item was delivered on time,5/9/2017 0:00
bad063382307b5cf55da8c58a0238798,3d8e9d3181857e64419e3f61f40f9645,1,"I bought a watch and in the description of the product was accompanying the box and did not come. I felt cheated! I sent an email and i didn't get a call back.

The description of the product should be real for consumers",8/2/2017 0:00
0df435824a6575a1620dd607864d3927,2e7b2330e3d679e08be10dc1ad695e94,3,Average service,2/8/2018 0:00
fef0fa989d97a99b24c9a6bed84058f1,d7cea52c3309c7b3d279a9f3d2e74114,5,Excellent,8/26/2017 0:00
9ffd792eb81d808ffce49297891642cf,abcb42831f6165cda2570c76e90cda5d,5,aproved,8/10/2018 0:00
eac5866a28e0a4cddd459e914ded6b10,bc02ddc545587c6eab5bb1a8c6c45f1b,5,Excellent value for price,2/9/2018 0:00
dc3ac390b148ba3d403c3be7b08da6fe,34801c59d6ec5c5e89bfefb6ebef314d,5,I liked the product well resistant apparently not yet used.,12/27/2017 0:00
e12a8d938f3092e010627d001f91d137,b3dca2e199b13ddabab4ed77d79ee9f6,5,Approved,6/3/2018 0:00
cfb88c1ead7ea7d03c12d4d945ac8a8e,4ef8f514f95bb0a41f58965ea04e7027,4,very good.,5/28/2017 0:00
baaba628eaceecb3392b703a1bab6c4e,880a2443009447fa88b518da4806fc93,1,I have not obtained any response from the site in return for the delay of product delivery ,2/2/2018 0:00
7065bfb28cde59e8f65071bb4b9ef928,ec5b066bf2e617a5ab61082e77b3101d,4,Good service,4/6/2018 0:00
835140802e1eea3c4255426a097dbdc2,c22992301ff1bc03cbdbaf5770b1938f,5,Approved,11/24/2017 0:00
7616cfde69439060a4c60c7535ffa712,9bf784212164c8cc81d3eb16daaa5950,5,Awesome product,6/7/2018 0:00
038fc130838dc1f3221efcf4d83504a3,14e29f83cf6fcd5fcca40380a248eea1,5,olist is great,2/19/2018 0:00
ae9b011d0fda9d353d17a2df73ba14be,dbf8b161073da5d187b1b739a7dc9b86,4,Good,4/6/2018 0:00
5e024034244da20b532d9e902a9a1c67,3f695ee2567af0b169e482d825ec8e31,2,The product was npt delivered on time.,12/29/2017 0:00
6a29bd2b663e307a8a8178a8a77cb924,3bddb2b41050ba947411a0fc9143fcbd,5,Beautiful super-indico practice,7/14/2018 0:00
38e73d374db8aa577fa38e747c088c0c,0b4e790fdbd7616b010599cc3e5f873f,3,Average experience,2/2/2018 0:00
4062b881e2dd16a2ea180333dcfbe5ca,8213bc96304fc0881189c4525f3002f7,5,Good product,10/20/2016 0:00
66ffcffea5e3f40f10c8d35cd2d8ad9e,05e168bd339a82dc2739b847d4ca99f8,5,The product is© very good and was delivered well before the promised deadline.,9/27/2017 0:00
dfb87147da10abc7982d7ce9837045b8,c821401a2442b0b99428fb297c4b127c,5,The product is delivered before deadline,12/28/2017 0:00
a961f72f8805e9e56ab2def010b6fac9,99bd1b701f5689d68265a47f0b793d20,5,Best service,8/11/2017 0:00
154f5a8c5e490a3da096b8f347a3167d,4940ddf2b7091647a772152ed1de4a2b,5,Great product,8/22/2018 0:00
7366538b26f60ea246751a0ed581f48b,14001e8cd1c29d0bce5b5bfca73338af,5,Awesome product,2/6/2018 0:00
b1e892910a12ce5ace5b1e9d89c0290d,7fe8e22ba2618c5ddc0ddd48c6d4760c,5,very satisfied,8/18/2018 0:00
5d8f9f1842e004e1152bce68a566a927,8e806cca085990fdc8483aeb130d1330,5,Great,12/16/2017 0:00
e6f4397073c249e9a213d4fa00073f81,4325abb4e925f2765e6874e9788392f4,3,"I haven't received the product yet, this well delayed, I haven't received any satisfied yet",3/29/2018 0:00
0afb50bd61d01f543fe0ffa06dc1a0f5,c644b3f8e84a3426f0a99bbfb04a3e73,5,They are parabĂ©ns....,5/24/2017 0:00
e7f94ae2145219fb6abb815192a41b24,d279d0537eba57893e86d387ea58d4a4,5,Good,5/17/2018 0:00
