order_id,customer_id,seller_id,order_status,order_purchase_date,order_delivered_carrier_date,order_delivered_customer_date
28fc0d248a5ef452303f981578647658,b33c387ac5c9922825b25a79b0dc29cf,522620dcb18a6b31cd7bdf73665113a9,delivered,2017-11-07,2017-11-08,2017-11-16
457bb809dc185c4a253943522fa1577c,ee7b0a64a42fd92a3144a38c4f347a9e,4c03b9dd4c11ee2cb35c96c49efc9420,delivered,2017-07-07,2017-07-07,2017-07-24
9399731dd679003e21c7f24ad39ffa32,bb98e27058a8d72162176e336a2b97a2,2059c39f76271d4ca3f15b5ffaccc8b8,delivered,2017-09-07,2017-09-11,2017-09-21
d137a2977daed67ef57f82efbbe508bb,29aec8d00435f9c9bd43485663f7b97a,8d46553a36e68f95350a200c12f8f2e2,delivered,2017-08-19,2017-08-31,2017-09-05
b149acf7e57747cd966a1f1a11e98e05,a187d29dfe942335287dc88897ed265c,c70c1b0d8ca86052f45a432a38b73958,delivered,2018-04-25,2018-04-25,2018-04-26
c58cfe890d48c47bf22b6bfe55b6cddb,47c2b21c22de46f42a427db0ea223499,2138ccb85b11a4ec1e37afbd1c8eda1k,delivered,2018-05-29,2018-06-04,2018-06-21
d94486278633cac5f50e370851d24de6,d0615859a639a94c1fe472eba57d4a7c,31da954dc0855f2495c6310f70a2f931,delivered,2018-03-15,2018-03-16,2018-03-19
7eb4ea83c254066ebd7ccc9cf6e243ec,4fd7abbc9a763b49e2aabd6bef779b59,1900267e848ceeba8fa32d80c1a5f5a8,delivered,2018-06-11,2018-06-11,2018-06-18
afd02669bcda281a6a9a153dbcf60e39,79647ff1cbf238aedace758bd4271aab,9d39404483343dd55c7ae254494d8388,delivered,2017-11-26,2017-11-28,2017-12-07
a467b6e02187433dde3d9827e8561a9b,dc68515c1613ad4cb01edf406dd5c179,1025f0e2d44d7041d6cf58b6550e0bfj,delivered,2017-10-15,2017-10-17,2017-10-19
598796ca1dffa87337f6d02b8d47bae0,37922a02f44c5b80004b14cb9a0becb7,955fee9216a65b617aa5c0531780ce64,delivered,2018-02-27,2018-03-01,2018-03-16
b03db53a37db1313505cb24d4fe05052,7569ea856f1959d0371e70135efb6df7,e9d99831abad74458942f21e16f33f92,delivered,2017-10-16,2017-10-18,2017-10-27
93e0e074b46eb5837fc8056c8e70710f,287e3d0a0a8910d94375eb917fce9743,66e0557ecc2b4dbea057e93f215f68d8,delivered,2017-05-24,2017-06-01,2017-06-05
5494d7febdfd2f93ebdb691782d56f02,b09ff235742f48bfa743f3e9474d36ef,da8622b14eb17ae2831f4ac5b9dab84m,delivered,2018-07-09,2018-07-12,2018-07-13
5aadbda0877e0d99ba07f785cd29c362,d703cdda08125e2b263b92746af0f23c,7c67e1448b00f6e969d365cea6b010an,delivered,2018-06-24,2018-07-04,2018-07-06
73c772511dcde525870ffbe869770da0,d472d9abe6d6bb1ee558dc98a1ea89ea,8d956fec2e4337affcb520f56fd8cbfd,delivered,2018-06-11,2018-06-11,2018-06-13
fb48412e17956a7f4696c7724d60f330,872a25f014b99c4c17341cd9ad0d468f,6288c69c4ce638e59925e59193f98b16,delivered,2017-07-09,2017-07-11,2017-07-17
4244beeae3f68e6527250aa88ea5346c,e22da2634721c7cb676fc0a5da6317f3,dd2bdf855a9172734fbc3744021ae9b9,delivered,2017-09-15,2017-09-20,2017-09-22
dce58e54a9fe4ec8a4489d106e57d2bc,37b40b75293bd84e07bde8ad83066841,05d2173d43ea568aa0540eba70d2ca76,delivered,2018-02-16,2018-02-20,2018-03-04
92822ff2220ab001aba01e753780cfe4,545aa46e4e68df2b3b8dcc06f735e179,2e7ea2aafec5835e781b21d6d1faf1f1,delivered,2018-08-19,2018-08-21,2018-08-29
4015f31ddb21f7ae83d72e00ef0bce97,800282b8afaaf9ed8bb6ed9adcf83e61,da8622b14eb17ae2831f4ac5b9dab84a,delivered,2017-06-20,2017-06-23,2017-07-03
b7d634bd1c1830e08588eada6b49fea7,eeee8af1f7b29dbf34d577db1fc973e5,e0878efa0e0b7e5313ac0b43bc04c081,delivered,2017-12-04,2017-12-05,2017-12-11
dfaa4ce943a8dba10b754befb76fdb49,dcb6e7bc4e65d815025d0aa14349a4ca,edb1ef5e36e0c8cd84eb3c9b003e486d,delivered,2017-11-26,2017-11-27,2017-12-02
3daf8a0b8f1b1016e1bd500821a8d0c7,182087b1558916ad385080c371df4fe9,620c87c171fb2a6dd6e8bb4dec959fc7,delivered,2017-08-30,2017-08-30,2017-09-13
fd1272ba40a94a5fbc6e9548a8486867,2bfd566c10ff41c47dc6e2f9dd51b467,7178f9f4dd81dcef02f62acdf8151e01,delivered,2017-11-01,2017-11-10,2017-11-24
3d217b7bcefc3bc37d3fbf5a1b7fc009,3aec4688b93d6061ec5061721ad493a7,4b9750c8ad28220fe6702d4ecb7c898f,delivered,2018-06-27,2018-06-28,2018-07-12
79c33d92e11819540d65b8ade04cdcba,e13b1d1fab9d212d258c2e6d0f69f6c1,bf3c6d2a28b2b5501e6c15448982dcc9,delivered,2017-05-29,2017-05-30,2017-06-05
d2adc517116e216add8b6f5b45c3b84e,c0fe0fbc24994167dce810f83cb96890,a2e874074c877c5a05abae80ad6e488f,delivered,2017-06-24,2017-07-11,2017-07-19
d178d8bdd78765955d2260fc1d639052,5b5f4957a69d537a2aeadfa7dd2d09d9,fa1a9dec3a9940c072684a46728bf1fc,delivered,2017-06-23,2017-06-27,2017-07-06
a9d21182da34ce17091420d35f22834a,0c5eb0e9e15cf4e836c7188ece714fcc,244c2f1bff6afe1f2eaf9bfe9b2aed38,delivered,2017-08-23,2017-08-25,2017-09-06
6b790716c732ae58171749841011d3bf,5ad00fc41f0c73546227681216f7df04,c33847515fa6305ce6feb1e818569f13,delivered,2018-06-27,2018-06-28,2018-07-05
4cd45eb856471e6d7d1f85e585b81041,279a316b31aac761c16483859fa9d33b,8648b1e89e9b349e32d3741b30ec737d,delivered,2018-06-28,2018-06-28,2018-06-29
0d12f20556892f2a5aca4f39fb613a07,60bb8e0e1f7e340af936ec2882d8ae8d,2138ccb85b11a4ec1e37afbd1c8eda1f,delivered,2017-03-06,2017-03-08,2017-03-14
e8549294b90188285cf1f7d6a35f758c,1914576a74b2122c63a456293cf7e52c,f3da5b2ff499efb8d4a6d371d175d7dd,delivered,2018-07-05,2018-07-11,2018-07-14
dbae123b07ca4baf09ee93c5b52c8932,3db09129454f368874d3f18bb83c7d64,00ee68308b45bc5e2660cd833c3f81cv,delivered,2018-01-27,2018-01-29,2018-02-08
ca956d502f34466301d1268a2df5b0a3,be6ad148cd108f6148d20a8ec756fa1c,d2374cbcbb3ca4ab1086534108cc3ab7,delivered,2018-08-03,2018-08-08,2018-08-13
557e7ed9b11b0dd74545009ef0c7a74c,fa85d6a9093fe47d96171fe07423e12d,ff1fb4c404b2efe68b03350a8dc24122,delivered,2018-08-05,2018-08-16,2018-08-24
21bf30b67562ae46581be368cdd971a6,8094bd1ea8a8453c1855f06552200117,de722cd6dad950a92b7d4f82673f8834,delivered,2018-06-21,2018-06-25,2018-07-03
d1a22a39de10a881fa47a509a1a9073b,8a3083e3f5500b50d6f4f3003604df87,6560211a19b47992c3666cc44a7e94c0,delivered,2017-11-24,2017-11-27,2017-12-06
65b93b14fb25e2776692abdbd64a44f7,c7e9d64ef2d3e98ad1b5068dbc859934,282f23a9769b2690c5dda22e316f9941,delivered,2017-11-24,2017-11-29,2017-12-08
38f84a21226e448e6ca37b3c45144994,e91d6e2c6d965a4d07ff782ce5bde6db,2e1a7d075abe038c1b2743005fe42ff1,delivered,2018-02-09,2018-02-14,2018-02-16
9147c16fab80dbd17a45d97f65196491,2bb8c7fefc71b1cd9133f15dcf9941ef,4a3ca9315b744ce9f8e9374361493886,delivered,2018-03-06,2018-03-09,2018-03-20
f5c5f55feb6cefec984e26efbe2a130b,e79ba74d49aad29056945edd15f596ae,53243585a1d6dc2643021fd1853d8905,delivered,2018-08-07,2018-08-13,2018-08-20
8e1787326878b8d540cc14a0546c3eb6,278003098109cfa2d2625f4772cb2a57,f8db351d8c4c4c22c6835c19a46f01b0,delivered,2018-05-24,2018-05-25,2018-06-03
c513e47b1ec7f0c630776aff9e942ec9,8bbcf9a0717a1cb212b45522ef61972c,4869f7a5dfa277a7dca6462dcf3b52b2,delivered,2018-02-05,2018-02-06,2018-02-24
11e930fd8da276f30361256c23d58196,e4d86d1da4dc444b482115d7aeb1cc3f,1e26c56af8d48424e1df0140a2401f83,delivered,2018-08-08,2018-08-09,2018-08-17
0b3b6b78bd15a0e28176f25fab4eb472,2b6d4b2b966c8aa7413190f4b5dee130,06bb3a2fe5e7b7a845b13e8fb91bd944,delivered,2017-10-19,2017-10-20,2017-10-27
7659849a6efa9d49c5ac7bf7fdbddb2c,22688fbe08d1209daeabcd6c40590d1e,f262cbc1c910c83959f849465454ddd3,delivered,2018-06-17,2018-06-18,2018-06-19
863ed82a296435f3a4d1a4b878450a5e,038d3dd1371d364b6ae8ece9febc397b,6edacfd9f9074789dad6d62ba7950b9c,delivered,2017-05-03,2017-05-04,2017-05-08
3d8e9d3181857e64419e3f61f40f9645,ada5afd2b1b1258fd60f507e92a63472,6560211a19b47992c3666cc44a7e94c3,delivered,2017-07-21,2017-07-26,2017-08-01
2e7b2330e3d679e08be10dc1ad695e94,5eef8c5a24bd948fac341c6ebe3ce41e,00ee68308b45bc5e2660cd833c3f81cc,delivered,2018-02-03,2018-02-06,2018-02-07
d7cea52c3309c7b3d279a9f3d2e74114,fb04e5eb553d32e040a1a83cf436a65c,86ccac0b835037332a596a33b6949ee1,delivered,2017-08-18,2017-08-18,2017-08-25
abcb42831f6165cda2570c76e90cda5d,ee23d61fedfc4227bb0e188654c28d08,ececbfcff9804a2d6b40f589df8eef2b,delivered,2018-08-01,2018-08-06,2018-08-09
bc02ddc545587c6eab5bb1a8c6c45f1b,c85bcc5a4c098769d6bbab6b77f61cb8,9f505651f4a6abe901a56cdc21508025,delivered,2018-01-22,2018-01-23,2018-02-09
34801c59d6ec5c5e89bfefb6ebef314d,0e114b02a45c9876080f3a9a19f51c16,3771c85bac139d2344864ede5d9341e3,delivered,2017-12-12,2017-12-15,2017-12-27
b3dca2e199b13ddabab4ed77d79ee9f6,f127cfb44a80615cabe7a815ba206286,1025f0e2d44d7041d6cf58b6550e0bfa,delivered,2018-05-16,2018-05-17,2018-06-02
4ef8f514f95bb0a41f58965ea04e7027,5d1ff54c05c7c5044718b88a49c704b8,1336efc61c316ddf92c899eb817f7cae,delivered,2017-05-16,2017-05-17,2017-05-26
880a2443009447fa88b518da4806fc93,e4f06fec45100ba91af9bc48190aacf0,8b2492b7ff4468839593fafeed55bad9,delivered,2017-12-28,2018-01-03,2018-03-11
ec5b066bf2e617a5ab61082e77b3101d,efd1a20eb65041a60f9c8c74cb5fc7ba,b2ba3715d723d245138f291a6fe42594,delivered,2018-03-12,2018-03-20,2018-04-05
c22992301ff1bc03cbdbaf5770b1938f,bb4d5187b89ea6b78cde7926727a3cd0,0adac9fbd9a2b63cccaac4f8756c1ca8,delivered,2017-11-09,2017-11-16,2017-11-23
9bf784212164c8cc81d3eb16daaa5950,4acfe2f36c9f7b470ef68d71dc5b6ebc,8648b1e89e9b349e32d3741b30ec737e,delivered,2018-05-24,2018-05-24,2018-06-06
14e29f83cf6fcd5fcca40380a248eea1,d1d326edcb5fc3e9aadd6e86b7a57910,259f7b5e6e482c230e5bfaa670b6bb8f,delivered,2018-02-13,2018-02-16,2018-02-18
dbf8b161073da5d187b1b739a7dc9b86,6a6d5c560d1072a67be9ee533125d9ed,955fee9216a65b617aa5c0531780ce65,delivered,2018-04-02,2018-04-04,2018-04-05
3f695ee2567af0b169e482d825ec8e31,03f7c28100418ce57927a01d62a6cdf3,7c67e1448b00f6e969d365cea6b010ab,delivered,2017-11-28,2017-12-08,2018-01-04
3bddb2b41050ba947411a0fc9143fcbd,7e6e52c237a37ca567ec907c3dc6a93f,c510bc1718f0f2961eaa42a23330681a,delivered,2018-07-06,2018-07-10,2018-07-13
0b4e790fdbd7616b010599cc3e5f873f,e1fb3bd29f0cc22b821938d2853e4cd5,431af27f296bc6519d890aa5a05fdb11,delivered,2018-01-19,2018-01-23,2018-02-01
8213bc96304fc0881189c4525f3002f7,77069f163bef4933c6efeea244b3f606,1554a68530182680ad5c8b042c3ab563,delivered,2016-10-10,2016-10-14,2016-10-17
05e168bd339a82dc2739b847d4ca99f8,b069a3c6dd74a018f34884bbcd0cf0e2,01fdefa7697d26ad920e9e0346d4bd1b,delivered,2017-09-17,2017-09-19,2017-09-26
c821401a2442b0b99428fb297c4b127c,1ecf434b5a01864957c940be8862e457,c003204e1ab016dfa150abc119207b24,delivered,2017-12-17,2017-12-19,2017-12-27
99bd1b701f5689d68265a47f0b793d20,178706e9cab0f7d13bb90fbf946269c5,e26901d5ab434ce92fd9b5c256820a4e,delivered,2017-08-05,2017-08-09,2017-08-10
4940ddf2b7091647a772152ed1de4a2b,c24638e1ff5efad8e21f689d7a1f0c6d,5b33b527da3c5b969cc99dc435cad09a,delivered,2018-08-11,2018-08-13,2018-08-21
14001e8cd1c29d0bce5b5bfca73338af,620c2e659b5d119813362bfe4bbe8634,620c87c171fb2a6dd6e8bb4dec959fc8,delivered,2018-01-31,2018-01-31,2018-02-05
7fe8e22ba2618c5ddc0ddd48c6d4760c,77992c23eb50255f67fbebe40710ce50,b4ffb71f0cb1b1c3d63fad021ecf93e1,delivered,2018-08-11,2018-08-13,2018-08-17
8e806cca085990fdc8483aeb130d1330,ecb1725b26e8b8c458181455dfa434ea,cc419e0650a3c5ba77189a1882b7556a,delivered,2017-11-24,2017-11-27,2017-12-16
4325abb4e925f2765e6874e9788392f4,cbafb574da2d33b039f294c188624b6c,863d2ebcd347ce4922de7a0f9a5581d6,delivered,2018-03-02,2018-03-08,2018-04-12
c644b3f8e84a3426f0a99bbfb04a3e73,f6fb4ed5f9a3a545a5203054679bf2c6,fe2032dab1a61af8794248c8196565c9,delivered,2017-05-18,2017-05-19,2017-05-23
d279d0537eba57893e86d387ea58d4a4,94dabe07fc50ed29f94b6ba397201dba,7d13fca15225358621be4086e1eb0964,delivered,2018-05-08,2018-05-09,2018-05-16
